name,hp,attack,defense,sp_attack,sp_defense,speed,generation,rarity,is_legendary,set_name,price_usd,type
Flaaffy EX,110,55,98,43,76,48,2,Rare,True,Aquapolis,2.34,Electric
Ninjask,87,44,61,49,42,76,8,Rare,False,151,1.51,Bug
Nidorina,58,42,43,49,53,48,3,Uncommon,False,Team Magma vs Team Aqua,0.48,Poison
Spritzee,57,53,41,70,65,90,1,Uncommon,False,Neo Discovery,0.8,Fairy
Togedemaru,53,33,71,46,50,59,6,Uncommon,False,Sun & Moon,0.81,Electric
Doduo V,182,112,104,103,86,93,7,Rare Holo GX,True,Battle Styles,116.05,Normal
Tangela,58,37,35,45,52,30,3,Common,False,EX Emerald,0.2,Grass
Sliggoo,65,69,82,70,78,70,3,Rare,False,EX FireRed & LeafGreen,1.18,Dragon
Dodrio,58,55,40,45,39,53,4,Common,False,Mysterious Treasures,0.31,Normal
Galvantula,177,79,132,87,87,90,5,Rare Holo GX,True,Phantom Forces,69.18,Electric
Swirlix,60,49,27,53,55,48,7,Common,False,Darkness Ablaze,0.48,Fairy
Tauros,84,78,57,56,52,71,2,Rare,False,Legendary Collection,1.93,Normal
Klefki,81,65,48,59,70,70,6,Uncommon,False,Forbidden Light,0.24,Fairy
Gothorita,81,39,32,69,64,66,2,Uncommon,False,Skyridge,0.33,Psychic
Scyther,77,43,69,35,34,63,6,Uncommon,False,Crimson Invasion,1.26,Bug
Miltank,196,120,132,90,116,109,3,Rare Ultra,True,Sandstorm,121.54,Normal
Krookodile,61,49,63,34,49,38,3,Common,False,Team Magma vs Team Aqua,0.08,Dark
Cherubi,95,66,79,91,87,69,4,Rare Holo,False,Diamond & Pearl,8.71,Grass
Roselia,93,52,72,51,76,46,4,Uncommon,False,Great Encounters,0.18,Poison
Solrock,122,44,57,89,119,80,5,Rare Holo,False,Furious Fists,3.61,Psychic
Bayleef,37,43,55,36,57,45,7,Common,False,Sword & Shield,0.27,Grass
Squirtle,51,71,35,51,43,49,4,Common,False,Majestic Dawn,0.19,Water
Noctowl,68,52,65,60,59,50,5,Rare Holo,False,Flashfire,3.44,Flying
Kakuna,61,10,31,45,44,32,6,Common,False,Sun & Moon,0.07,Bug
Machamp,94,46,85,93,46,55,6,Rare,False,Burning Shadows,2.28,Fighting
Braixen,61,75,59,43,47,39,3,Uncommon,False,Dragon,0.36,Fire
Gothita,71,36,44,66,76,79,7,Uncommon,False,Darkness Ablaze,0.77,Psychic
Zeraora,99,72,73,52,78,64,5,Rare Holo,False,Roaring Skies,6.58,Electric
Lucario,85,47,92,74,38,52,4,Uncommon,False,Great Encounters,0.44,Fighting
Magneton GX,101,70,72,101,51,100,4,Rare Holo,True,Legends Awakened,15.24,Steel
Porygon,74,71,51,60,64,56,3,Rare,False,Ruby & Sapphire,0.85,Normal
Giratina,56,27,45,44,72,47,4,Common,False,Diamond & Pearl,0.37,Ghost
Girafarig,66,46,24,38,69,52,8,Common,False,Paldean Fates,0.34,Psychic
Ponyta,63,84,52,33,53,34,5,Uncommon,False,Flashfire,0.24,Fire
Pawniard,175,117,78,135,80,138,4,Rare Holo GX,True,Majestic Dawn,43.88,Steel
Feraligatr,81,54,61,84,46,78,7,Rare,False,Sword & Shield,1.25,Water
Blaziken V,99,82,67,60,77,67,6,Rare Holo,True,Ultra Prism,3.76,Fire
Voltorb,160,89,101,62,101,99,9,Rare Holo EX,True,Shrouded Fable,71.21,Electric
Whismur,89,50,69,57,54,56,3,Rare,False,EX Emerald,2.35,Normal
Zorua,36,45,47,66,51,31,8,Common,False,Paradox Rift,0.21,Dark
Golbat,100,47,64,30,50,62,8,Uncommon,False,Paradox Rift,0.97,Poison
Cacturne,70,72,62,59,88,60,2,Uncommon,False,Neo Revelation,0.4,Grass
Snorunt,37,19,49,66,50,39,2,Common,False,Expedition,0.32,Ice
Natu,107,58,46,74,86,72,3,Rare,False,EX FireRed & LeafGreen,2.18,Psychic
Geodude,92,67,79,70,29,66,8,Uncommon,False,Obsidian Flames,0.2,Rock
Shiftry,75,57,75,52,75,60,2,Uncommon,False,Skyridge,0.69,Grass
Aron,80,65,64,89,49,90,4,Uncommon,False,Mysterious Treasures,0.48,Steel
Togekiss,72,58,23,70,81,70,2,Uncommon,False,Neo Revelation,0.66,Fairy
Yanma,94,44,79,40,50,76,8,Rare,False,Scarlet & Violet,3.14,Bug
Togekiss,59,57,57,68,69,63,4,Uncommon,False,Great Encounters,0.49,Fairy
Azurill,103,73,46,61,69,68,2,Rare,False,Expedition,1.85,Fairy
Salamence,105,57,74,61,76,51,7,Uncommon,False,Rebel Clash,0.28,Dragon
Makuhita,93,76,91,77,53,74,4,Rare,False,Secret Wonders,2.76,Fighting
Zigzagoon,64,68,52,40,49,48,8,Uncommon,False,Paradox Rift,0.75,Normal
Aromatisse,84,83,55,84,69,101,5,Rare Holo,False,Furious Fists,5.4,Fairy
Treecko,73,38,24,52,56,33,4,Common,False,Secret Wonders,0.33,Grass
Bellossom,83,66,73,73,82,55,3,Rare Holo,False,EX FireRed & LeafGreen,10.94,Grass
Xatu,72,34,42,47,63,59,4,Common,False,Secret Wonders,0.12,Psychic
Boldore,100,83,91,93,42,67,3,Rare Holo,False,Sandstorm,5.82,Rock
Roserade,62,40,56,45,49,59,4,Common,False,Secret Wonders,0.27,Grass
Milotic,42,40,42,61,51,39,7,Common,False,Darkness Ablaze,0.13,Water
Honchkrow,47,50,31,50,53,53,3,Common,False,Team Magma vs Team Aqua,0.23,Dark
Piloswine,58,30,34,43,47,47,8,Common,False,Scarlet & Violet,0.28,Ice
Ralts,173,81,60,105,90,125,1,Rare Holo EX,True,Base Set,164.14,Fairy
Magikarp,53,36,36,58,42,44,4,Common,False,Mysterious Treasures,0.16,Water
Jynx,64,32,38,52,86,66,5,Uncommon,False,Ancient Origins,0.11,Psychic
Mienshao,84,57,96,62,38,64,5,Rare,False,Phantom Forces,1.36,Fighting
Articuno,70,46,34,38,37,46,4,Common,False,Diamond & Pearl,0.18,Flying
Staravia,39,60,56,38,57,64,4,Common,False,Secret Wonders,0.62,Flying
Slakoth,98,70,60,76,61,64,1,Rare,False,Gym Heroes,0.89,Normal
Elekid,81,14,57,37,41,54,5,Uncommon,False,Primal Clash,0.33,Electric
Bronzor,44,71,63,81,51,63,1,Uncommon,False,Base Set 2,0.62,Steel
Shuppet,94,48,70,35,83,72,1,Rare,False,Base Set,2.48,Ghost
Rhyperior,66,43,45,67,47,52,2,Common,False,Neo Revelation,0.16,Rock
Musharna,106,53,53,66,102,87,9,Rare Holo,False,Twilight Masquerade,4.01,Psychic
Klefki,77,45,39,60,64,65,1,Uncommon,False,Neo Genesis,1.05,Fairy
Wigglytuff,47,57,43,62,79,79,5,Uncommon,False,Roaring Skies,1.08,Fairy
Drowzee,111,64,52,70,119,90,1,Rare Holo,False,Neo Genesis,6.62,Psychic
Phanpy,80,77,117,87,68,85,6,Rare Holo,False,Crimson Invasion,4.43,Ground
Krokorok,68,57,72,58,63,65,4,Rare,False,Secret Wonders,1.1,Dark
Darmanitan,88,76,60,67,46,43,7,Rare,False,Chilling Reign,0.86,Fire
Parasect,42,31,49,54,52,35,2,Common,False,Skyridge,0.13,Bug
Mismagius,59,47,43,53,73,44,5,Common,False,Roaring Skies,0.31,Ghost
Zekrom,190,75,100,71,90,90,3,Rare Holo EX,True,EX Emerald,127.17,Electric
Zekrom,30,33,69,28,38,41,5,Common,False,Roaring Skies,0.32,Electric
Houndoom,47,85,44,46,63,40,3,Uncommon,False,EX FireRed & LeafGreen,0.46,Fire
Luxio GX,61,51,79,40,61,67,5,Uncommon,True,Roaring Skies,1.23,Electric
Throh,100,56,101,88,65,61,1,Rare,False,Jungle,2.65,Fighting
Clobbopus,42,50,66,35,31,38,8,Common,False,Paldean Fates,0.25,Fighting
Joltik,80,77,66,55,77,69,4,Rare Holo,False,Mysterious Treasures,4.83,Electric
Torterra,76,26,30,43,48,54,2,Common,False,Neo Revelation,0.09,Grass
Hawlucha,37,36,76,47,37,45,1,Common,False,Neo Discovery,0.11,Fighting
Shellos,108,74,74,77,72,70,3,Rare Holo,False,Sandstorm,13.48,Water
Flaaffy,52,45,54,31,52,38,3,Common,False,Sandstorm,0.1,Electric
Porygon,55,36,36,58,41,48,2,Uncommon,False,Expedition,0.48,Normal
Gyarados,246,117,108,130,107,142,4,Secret Rare,True,Legends Awakened,720.17,Water
Togepi,50,38,50,51,37,38,2,Common,False,Aquapolis,0.21,Fairy
Lotad,36,53,54,31,63,37,5,Common,False,Flashfire,0.26,Grass
Lairon,35,70,53,82,48,53,7,Uncommon,False,Battle Styles,0.24,Rock
Igglybuff,49,52,31,42,67,66,5,Uncommon,False,Flashfire,0.2,Fairy
Xerneas,64,67,42,89,79,94,3,Rare Holo,False,Dragon,6.4,Fairy
Togepi,59,59,30,36,64,71,2,Common,False,Neo Revelation,0.97,Fairy
Parasect,166,68,101,99,93,100,3,Rare Holo EX,True,Team Magma vs Team Aqua,89.79,Bug
Clobbopus,200,104,156,137,82,76,5,Rare Holo GX,True,Furious Fists,47.81,Fighting
Abra,48,22,46,48,64,51,8,Common,False,151,0.28,Psychic
Sableye,85,48,73,50,52,70,7,Uncommon,False,Sword & Shield,0.57,Dark
Metagross,75,63,56,99,41,86,1,Uncommon,False,Neo Discovery,0.71,Steel
Marill,58,41,46,45,44,53,4,Common,False,Diamond & Pearl,0.21,Water
Spritzee,54,38,24,39,49,73,3,Common,False,Dragon,0.11,Fairy
Emboar,93,80,62,45,72,52,1,Rare Holo,False,Base Set 2,3.12,Fire
Squirtle,86,82,76,71,60,69,7,Rare Holo,False,Darkness Ablaze,2.65,Water
Bisharp,86,65,72,69,64,53,2,Rare,False,Expedition,1.97,Dark
Helioptile,74,35,49,24,57,39,4,Common,False,Legends Awakened,0.44,Electric
Zygarde,58,53,51,42,62,70,1,Common,False,Base Set 2,0.22,Dragon
Bisharp,112,78,94,64,85,74,7,Rare Holo,False,Rebel Clash,7.33,Dark
Shiinotic,88,73,35,60,80,92,6,Rare,False,Guardians Rising,1.8,Fairy
Timburr,32,48,69,66,32,55,3,Common,False,EX Emerald,0.29,Fighting
Trapinch,195,113,115,111,98,97,6,Rare Holo GX,True,Crimson Invasion,68.15,Ground
Meowth,48,61,41,51,57,44,8,Uncommon,False,Scarlet & Violet,0.9,Normal
Tyranitar,34,53,48,73,44,30,5,Common,False,Primal Clash,0.28,Dark
Vanillite,30,52,35,64,34,45,7,Common,True,Battle Styles,1.22,Ice
Heracross,60,53,58,43,49,62,3,Common,False,Team Magma vs Team Aqua,0.09,Bug
Snubbull,97,74,57,87,76,83,4,Rare Holo,False,Majestic Dawn,2.43,Fairy
Tepig,51,45,24,33,45,58,7,Common,False,Rebel Clash,0.1,Fire
Exeggutor EX,53,24,40,52,53,37,8,Common,True,151,0.29,Grass
Chesnaught,70,60,61,57,71,35,6,Uncommon,False,Sun & Moon,0.43,Grass
Slowpoke,92,46,40,39,105,86,6,Uncommon,False,Guardians Rising,0.54,Psychic
Quilladin,104,42,53,75,62,50,2,Rare,False,Aquapolis,0.6,Grass
Houndoom,85,75,70,56,81,66,4,Rare Holo,False,Mysterious Treasures,8.44,Fire
Clobbopus,38,49,86,56,47,54,7,Uncommon,False,Chilling Reign,0.97,Fighting
Cinderace,180,137,84,76,101,96,7,Rare Holo GX,True,Darkness Ablaze,38.5,Fire
Wartortle,38,42,48,54,62,46,4,Common,False,Great Encounters,0.43,Water
Prinplup,70,62,50,70,55,50,6,Uncommon,False,Forbidden Light,1.55,Water
Houndour,31,43,57,29,57,53,4,Common,False,Great Encounters,0.49,Dark
Grovyle GX,41,66,37,44,47,40,9,Common,True,Twilight Masquerade,0.32,Grass
Mankey,71,57,78,82,33,52,3,Uncommon,False,Ruby & Sapphire,0.5,Fighting
Kangaskhan,84,50,71,69,67,60,5,Rare,False,Flashfire,0.78,Normal
Baltoy,103,45,29,73,92,79,9,Rare,False,Twilight Masquerade,2.79,Psychic
Armaldo,82,61,55,60,64,69,2,Rare Holo,False,Expedition,4.75,Bug
Heatran,86,78,67,34,72,50,2,Rare,False,Neo Destiny,3.39,Fire
Machamp,76,54,83,59,50,49,2,Uncommon,False,Skyridge,0.25,Fighting
Electrode,38,29,47,46,52,27,2,Common,False,Aquapolis,0.31,Electric
Aerodactyl,34,42,61,57,26,44,2,Common,False,Skyridge,0.31,Rock
Victreebel,74,82,43,63,81,70,3,Rare,True,Dragon,2.76,Grass
Ludicolo,109,58,73,78,47,67,7,Rare,False,Sword & Shield,1.95,Water
Hoothoot,57,70,52,51,40,47,3,Uncommon,False,EX Emerald,0.45,Flying
Monferno,96,81,45,47,70,69,1,Rare,False,Gym Challenge,1.38,Fire
Hariyama,110,60,102,86,55,93,3,Rare Holo,False,Ruby & Sapphire,6.55,Fighting
Steelix,100,61,64,91,53,93,5,Rare,False,Ancient Origins,2.75,Steel
Joltik,41,53,63,28,29,55,4,Common,False,Mysterious Treasures,0.3,Electric
Pikachu,52,56,57,25,36,31,7,Common,False,Battle Styles,0.24,Electric
Jangmo-o,59,40,57,61,41,37,1,Common,False,Fossil,0.11,Dragon
Camerupt,69,68,57,37,45,65,1,Uncommon,False,Base Set 2,0.16,Fire
Elekid,80,55,91,47,73,75,4,Rare Holo,False,Secret Wonders,6.03,Electric
Slakoth,43,47,30,53,44,66,1,Common,False,Gym Heroes,0.5,Normal
Cyndaquil,181,124,81,74,83,86,4,Rare Holo EX,True,Diamond & Pearl,55.43,Fire
Slowpoke,88,45,58,52,91,68,6,Uncommon,False,Burning Shadows,0.35,Psychic
Pignite,54,52,45,30,46,44,3,Common,False,Sandstorm,0.13,Fire
Spritzee,70,41,34,59,61,94,7,Uncommon,False,Darkness Ablaze,1.02,Fairy
Druddigon,57,64,65,67,80,76,3,Uncommon,False,Ruby & Sapphire,0.43,Dragon
Litten,108,73,56,47,55,45,1,Uncommon,False,Base Set,0.81,Fire
Heracross,209,95,138,127,66,106,2,Rare Holo GX,True,Expedition,20.83,Fighting
Dragonair GX,63,86,82,70,94,68,1,Uncommon,True,Gym Heroes,0.88,Dragon
Tropius,36,46,53,31,40,31,2,Common,False,Aquapolis,0.36,Flying
Noctowl,36,47,46,44,50,36,4,Uncommon,False,Majestic Dawn,0.27,Flying
Zekrom,85,71,71,73,57,73,4,Rare Holo,False,Legends Awakened,3.26,Electric
Cherubi,62,48,49,56,60,48,2,Uncommon,False,Legendary Collection,0.45,Grass
Boldore,52,46,59,66,68,60,5,Uncommon,False,Furious Fists,0.33,Rock
Slakoth,65,57,48,54,65,50,4,Uncommon,False,Diamond & Pearl,0.86,Normal
Duskull,40,40,60,33,66,41,7,Common,False,Battle Styles,0.47,Ghost
Rhyhorn,44,48,58,83,25,51,3,Common,False,Dragon,0.25,Rock
Sandile,81,59,74,49,50,52,5,Uncommon,False,Ancient Origins,0.41,Dark
Dunsparce,36,45,52,36,64,38,8,Common,False,151,0.22,Normal
Weedle,36,30,53,74,38,64,1,Uncommon,False,Gym Heroes,0.5,Bug
Bastiodon,60,41,64,102,26,58,1,Uncommon,False,Gym Heroes,0.59,Rock
Ledyba,82,18,62,41,48,55,5,Uncommon,False,Roaring Skies,0.63,Bug
Sableye,48,38,65,45,51,40,3,Common,False,Sandstorm,0.15,Dark
Emolga,30,38,71,36,33,39,5,Common,False,Ancient Origins,0.08,Electric
Houndour,63,71,68,61,82,80,2,Rare,False,Neo Destiny,6.11,Dark
Nidorina,44,38,57,46,62,49,1,Common,False,Neo Genesis,0.2,Poison
Honchkrow,61,49,46,37,52,52,7,Common,False,Battle Styles,0.27,Dark
Dialga EX,80,58,52,70,40,75,8,Uncommon,True,Paldea Evolved,1.34,Steel
Crawdaunt,129,59,102,87,92,74,2,Rare Holo,False,Neo Revelation,11.03,Dark
Barboach,73,60,69,62,43,54,2,Uncommon,False,Aquapolis,0.32,Ground
Magmar,59,61,46,53,66,48,3,Uncommon,False,EX Emerald,0.29,Fire
Hawlucha,94,54,71,62,44,48,1,Uncommon,False,Base Set,0.5,Fighting
Vigoroth,99,67,84,72,79,78,2,Rare Holo,True,Legendary Collection,5.23,Normal
Lampent,65,30,70,53,62,35,8,Common,False,Paldean Fates,0.25,Ghost
Xatu,69,51,32,56,72,71,1,Uncommon,False,Gym Challenge,0.24,Psychic
Musharna,65,25,33,38,70,64,7,Common,False,Rebel Clash,0.69,Psychic
Barboach,176,80,134,107,81,84,2,Rare Holo EX,True,Expedition,170.56,Ground
Hitmonlee,46,43,63,54,33,40,4,Common,False,Legends Awakened,0.23,Fighting
Typhlosion,47,63,42,38,49,45,4,Common,False,Diamond & Pearl,0.11,Fire
Shieldon,117,82,87,109,72,102,2,Rare Holo,False,Aquapolis,7.03,Steel
Meditite,54,39,41,52,70,72,6,Common,False,Crimson Invasion,0.29,Psychic
Caterpie,82,35,66,58,43,47,8,Uncommon,False,Paldea Evolved,0.44,Bug
Fraxure,85,53,84,61,71,72,2,Uncommon,False,Expedition,1.02,Dragon
Ampharos,54,40,80,47,47,28,6,Common,False,Crimson Invasion,0.23,Electric
Dhelmise,105,54,73,58,94,56,5,Rare Holo,False,Flashfire,5.42,Ghost
Poochyena,72,44,61,62,57,54,2,Uncommon,False,Aquapolis,0.98,Dark
Zubat,30,33,60,34,42,46,1,Common,False,Base Set,0.17,Poison
Illumise,53,40,54,58,56,73,1,Uncommon,False,Neo Discovery,0.41,Bug
Swampert,30,30,25,50,48,47,4,Common,False,Secret Wonders,0.17,Water
Volbeat,42,28,65,38,29,34,3,Common,True,EX Emerald,0.15,Bug
Flareon,30,52,25,26,49,46,6,Common,False,Forbidden Light,0.4,Fire
Shellos,186,108,111,168,104,129,6,Rare Ultra,True,Ultra Prism,154.72,Water
Ampharos,104,61,78,49,64,60,2,Rare,False,Expedition,1.51,Electric
Doublade,33,73,45,92,41,79,7,Uncommon,False,Chilling Reign,0.21,Steel
Abomasnow,104,36,49,82,74,69,5,Rare Holo,False,Primal Clash,14.21,Grass
Magikarp,63,61,60,73,67,100,3,Rare,False,Dragon,1.42,Water
Minun,90,63,91,76,55,70,7,Rare Holo,False,Chilling Reign,3.93,Electric
Dustox GX,44,31,56,32,33,36,2,Common,True,Legendary Collection,0.94,Bug
Pansear,69,76,52,18,23,55,5,Common,False,Ancient Origins,0.22,Fire
Zorua,69,55,79,74,67,60,7,Rare,False,Vivid Voltage,1.32,Dark
Kakuna,77,51,91,75,60,68,1,Rare,False,Gym Heroes,1.87,Bug
Cherubi,115,67,59,69,86,81,3,Rare,False,Sandstorm,1.91,Grass
Finneon,61,49,55,85,39,79,8,Uncommon,False,151,0.57,Water
Totodile,68,52,54,72,65,88,1,Rare,False,Base Set 2,1.51,Water
Meowth,82,67,65,57,71,61,2,Rare,False,Legendary Collection,1.05,Normal
Dedenne,99,59,57,29,55,40,4,Uncommon,False,Majestic Dawn,0.41,Electric
Hitmonlee,68,48,78,56,37,51,1,Uncommon,False,Jungle,0.46,Fighting
Darkrai,101,65,95,69,61,56,5,Rare,False,Primal Clash,3.72,Dark
Blastoise,54,32,41,52,38,59,6,Common,False,Ultra Prism,0.22,Water
Pidgeotto,54,69,61,52,62,43,6,Uncommon,False,Forbidden Light,0.76,Flying
Scorbunny,41,61,40,37,25,65,5,Common,False,Furious Fists,0.8,Fire
Vigoroth,111,69,74,74,63,59,4,Rare,True,Majestic Dawn,5.25,Normal
Gyarados,33,28,55,44,32,74,1,Common,False,Neo Discovery,0.19,Water
Chimchar,81,80,61,39,64,48,8,Rare,False,Paradox Rift,0.83,Fire
Sceptile,218,88,120,121,117,97,2,Rare Ultra,True,Legendary Collection,220.98,Grass
Jigglypuff,80,56,52,64,67,85,4,Rare,False,Diamond & Pearl,2.61,Fairy
Rhydon,95,66,75,90,51,65,3,Rare,False,EX Emerald,3.09,Ground
Chimchar,58,53,40,35,46,40,2,Common,False,Skyridge,0.27,Fire
Swirlix,30,33,40,63,57,59,8,Common,False,Scarlet & Violet,0.2,Fairy
Aron EX,71,76,75,70,47,53,9,Rare,True,Temporal Forces,2.73,Rock
Bulbasaur,51,55,48,49,56,32,1,Common,False,Gym Challenge,0.21,Grass
Nuzleaf,44,47,53,30,57,60,6,Common,False,Guardians Rising,0.48,Dark
Blaziken EX,80,77,72,45,53,72,1,Rare,True,Jungle,4.91,Fire
Togedemaru,74,67,64,106,55,88,6,Rare Holo,False,Ultra Prism,8.66,Steel
Corviknight,56,59,45,67,40,73,4,Uncommon,False,Great Encounters,0.85,Steel
Hoothoot,84,46,40,44,56,44,2,Uncommon,False,Legendary Collection,0.45,Flying
Torterra,61,39,43,47,45,55,2,Common,False,Skyridge,0.08,Grass
Sinistea,104,35,73,58,92,62,6,Rare,False,Burning Shadows,1.84,Ghost
Purrloin,191,89,113,90,91,82,2,Rare Holo EX,True,Skyridge,68.83,Dark
Pidgeotto,96,35,61,45,81,58,3,Rare,False,EX FireRed & LeafGreen,1.76,Flying
Crawdaunt,113,55,84,76,63,77,4,Rare,False,Majestic Dawn,1.5,Dark
Empoleon,53,40,51,54,55,73,9,Uncommon,False,Temporal Forces,0.42,Water
Ralts EX,43,43,24,51,76,52,4,Common,True,Mysterious Treasures,1.11,Psychic
Sentret,62,59,35,56,73,63,5,Uncommon,False,Primal Clash,0.54,Normal
Klinklang,42,62,43,73,36,74,3,Common,False,Team Magma vs Team Aqua,0.1,Steel
Wartortle,223,117,109,136,93,125,8,Rare Ultra,True,151,164.93,Water
Zeraora,30,22,45,38,31,46,6,Common,False,Burning Shadows,0.2,Electric
Farfetchd,65,33,55,54,53,63,1,Uncommon,False,Base Set,0.6,Normal
Mewtwo,70,44,33,46,84,43,1,Uncommon,False,Fossil,0.31,Psychic
Deoxys,39,35,14,42,69,59,3,Common,False,Team Magma vs Team Aqua,0.25,Psychic
Natu,133,45,62,50,92,77,4,Rare,False,Secret Wonders,3.72,Psychic
Sandygast,47,25,44,29,71,54,1,Common,False,Neo Genesis,0.22,Ghost
Bayleef,78,43,74,74,85,42,5,Uncommon,False,Flashfire,0.5,Grass
Qwilfish V,35,55,50,62,55,74,5,Uncommon,True,Flashfire,0.69,Water
Ursaring,30,38,64,68,60,41,4,Uncommon,False,Mysterious Treasures,0.54,Normal
Pinsir,113,72,88,85,75,65,2,Rare Holo,False,Legendary Collection,7.04,Bug
Sableye,43,14,50,55,54,61,1,Common,False,Jungle,0.61,Ghost
Gible,30,48,39,47,49,40,7,Common,False,Chilling Reign,0.22,Ground
Vaporeon,54,54,46,43,60,69,4,Common,True,Majestic Dawn,0.7,Water
Lombre,50,42,35,54,61,62,6,Common,False,Forbidden Light,0.17,Grass
Marill,89,57,46,74,79,99,3,Rare,False,Dragon,1.58,Fairy
Togekiss EX,45,38,44,55,49,55,7,Common,True,Battle Styles,1.16,Fairy
Hydreigon,94,63,66,70,76,62,7,Rare,False,Vivid Voltage,2.67,Dark
Spritzee,70,87,41,65,66,73,8,Rare,False,Scarlet & Violet,3.01,Fairy
Grovyle,79,57,49,70,73,43,1,Uncommon,False,Team Rocket,0.38,Grass
Gabite,44,55,72,64,49,51,5,Common,False,Flashfire,0.38,Dragon
Spritzee,80,43,35,60,76,73,7,Uncommon,False,Vivid Voltage,0.35,Fairy
Azumarill,70,46,68,95,44,48,1,Uncommon,False,Fossil,0.41,Water
Fletchinder,87,86,69,39,72,66,6,Rare,False,Burning Shadows,2.62,Fire
Poliwag,76,69,61,77,70,77,4,Rare,False,Diamond & Pearl,1.71,Water
Polteageist,78,45,65,26,65,75,1,Rare,False,Team Rocket,1.4,Ghost
Piplup,45,35,33,55,36,75,3,Common,False,Team Magma vs Team Aqua,0.33,Water
Porygon2,77,49,46,44,51,50,3,Common,False,Ruby & Sapphire,0.25,Normal
Ariados,68,29,53,60,40,66,9,Uncommon,False,Twilight Masquerade,0.54,Bug
Dratini,56,56,47,52,41,57,7,Common,False,Rebel Clash,0.43,Dragon
Rattata,58,44,27,35,35,50,3,Common,False,Ruby & Sapphire,0.3,Normal
Makuhita,88,50,74,64,27,29,7,Uncommon,False,Sword & Shield,0.25,Fighting
Delphox,55,55,62,24,58,60,6,Uncommon,False,Guardians Rising,0.52,Fire
Noctowl,55,27,23,48,31,49,6,Common,False,Ultra Prism,0.4,Normal
Tapu Koko,193,116,85,107,104,153,3,Rare Holo GX,True,Sandstorm,32.73,Fairy
Delibird,188,104,97,96,113,83,6,Rare Holo GX,True,Crimson Invasion,54.19,Flying
Frillish,71,41,63,63,78,70,3,Uncommon,False,Ruby & Sapphire,0.61,Ghost
Charizard,87,60,61,50,59,39,3,Rare,False,EX FireRed & LeafGreen,2.05,Fire
Shroomish,210,104,116,114,116,95,3,Rare Ultra,True,Sandstorm,95.05,Grass
Monferno,82,64,50,56,59,67,8,Uncommon,False,Paldea Evolved,1.7,Fire
Salamence,124,74,96,75,105,80,7,Rare Holo,False,Darkness Ablaze,7.42,Dragon
Chimchar GX,55,74,64,51,49,46,3,Uncommon,True,Ruby & Sapphire,0.81,Fire
Sylveon,44,42,47,52,58,45,6,Common,False,Ultra Prism,0.13,Fairy
Aggron,161,101,80,131,79,115,9,Rare Holo EX,True,Shrouded Fable,87.55,Steel
Deino,53,23,57,35,51,54,2,Common,False,Neo Destiny,1.02,Dark
Sentret,97,50,46,66,65,57,3,Rare,False,Ruby & Sapphire,1.08,Normal
Dedenne,83,53,59,41,38,64,5,Uncommon,False,Phantom Forces,0.38,Electric
Absol,87,73,83,49,72,78,1,Rare,False,Base Set,1.48,Dark
Chansey,59,59,80,56,65,58,3,Uncommon,False,EX Emerald,0.57,Normal
Electrode,62,46,61,46,56,51,4,Uncommon,False,Great Encounters,0.33,Electric
Blastoise,76,56,63,79,40,71,5,Uncommon,False,Furious Fists,0.28,Water
Jigglypuff,91,36,39,50,61,80,6,Uncommon,False,Forbidden Light,0.96,Fairy
Monferno,59,70,40,38,34,40,5,Uncommon,False,Furious Fists,0.6,Fire
Dusknoir,52,54,61,34,96,63,1,Uncommon,False,Jungle,0.75,Ghost
Yanma,54,58,41,30,53,59,5,Uncommon,False,Roaring Skies,0.44,Flying
Quilava,40,80,38,39,47,40,7,Common,False,Rebel Clash,0.12,Fire
Pidgeot,67,45,47,45,42,65,4,Uncommon,False,Legends Awakened,0.56,Flying
Delibird,186,84,83,80,92,84,8,Rare Holo EX,True,Paldean Fates,76.93,Flying
Taillow,86,52,50,44,67,68,3,Rare,False,Ruby & Sapphire,1.4,Flying
Darumaka,116,116,59,75,62,69,1,Rare Holo,False,Neo Discovery,4.58,Fire
Serperior,83,52,73,55,87,54,7,Rare,False,Sword & Shield,1.99,Grass
Ariados,55,27,70,28,45,45,7,Common,False,Vivid Voltage,0.13,Bug
Magneton,168,111,90,122,65,116,6,Rare Holo EX,True,Forbidden Light,88.63,Steel
Snivy,59,48,63,74,68,35,5,Uncommon,False,Ancient Origins,0.34,Grass
Dragonite,93,78,85,77,84,85,6,Rare Holo,False,Ultra Prism,3.62,Dragon
Raikou,73,61,84,57,61,42,9,Rare,False,Shrouded Fable,1.28,Electric
Flareon EX,181,137,77,83,113,82,2,Rare Ultra,True,Expedition,110.13,Fire
Meltan,79,62,55,84,42,54,1,Uncommon,False,Fossil,0.47,Steel
Lairon,54,60,60,96,53,73,5,Uncommon,False,Furious Fists,0.54,Steel
Golbat,63,42,41,55,63,44,7,Common,False,Battle Styles,0.55,Poison
Lapras,55,52,43,52,46,43,4,Common,False,Diamond & Pearl,0.16,Water
Gabite,95,82,79,75,47,39,2,Rare,False,Aquapolis,0.56,Ground
Servine,71,46,54,60,58,68,1,Rare,False,Neo Genesis,1.51,Grass
Vullaby,89,48,65,45,68,56,1,Rare,True,Base Set,2.68,Dark
Meltan,61,51,39,56,34,59,6,Common,False,Ultra Prism,0.22,Steel
