name,type,hp,attack,defense,sp_attack,sp_defense,speed,generation,rarity,is_legendary,set_name,price_usd
Buizel,Water,91,68,60,59,67,70,5,Rare,False,Furious Fists,1.54
Shaymin,Grass,165,90,104,112,119,121,5,Rare Ultra,True,Furious Fists,267.72
Clobbopus,Fighting,46,30,61,60,34,35,5,Common,False,Primal Clash,0.25
Mienshao,Fighting,83,65,93,79,35,59,5,Uncommon,False,Primal Clash,0.17
Litwick,Ghost,62,42,44,45,69,47,5,Uncommon,False,Primal Clash,0.25
Giratina,Dragon,81,74,67,70,64,53,5,Uncommon,False,Ancient Origins,0.45
Pidgey,Flying,84,46,59,53,51,63,5,Rare,False,Primal Clash,1.65
Alakazam,Psychic,87,25,39,55,80,62,5,Uncommon,False,Ancient Origins,0.34
Fletchinder EX,Fire,46,55,58,46,47,23,5,Common,True,Primal Clash,0.97
Mr. Mime,Psychic,81,25,43,73,82,83,5,Uncommon,False,XY Base,1.09
Cacnea,Grass,85,56,81,69,93,64,5,Rare,False,Phantom Forces,1.21
Shellos,Water,110,75,53,80,64,84,5,Rare Holo,False,Flashfire,10.53
Bewear,Fighting,182,100,148,131,80,100,5,Rare Holo GX,True,XY Base,65.5
Cubchoo,Ice,56,46,44,61,40,41,5,Common,False,Roaring Skies,0.63
Exeggcute,Grass,34,28,23,33,63,63,5,Common,False,XY Base,0.08
Bronzor,Steel,102,64,73,88,41,75,5,Rare,False,Roaring Skies,1.05
Shiftry,Grass,62,59,39,54,65,65,5,Uncommon,False,Roaring Skies,0.4
Houndoom,Fire,220,133,114,82,115,93,5,Rare Ultra,True,Phantom Forces,204.98
Gyarados,Water,75,57,53,81,67,63,5,Uncommon,False,Primal Clash,0.29
Venonat,Bug,65,53,54,53,56,52,5,Uncommon,True,Roaring Skies,0.51
Chikorita,Grass,47,48,49,57,69,55,5,Uncommon,False,Ancient Origins,0.88
Growlithe,Fire,116,99,72,52,68,42,5,Rare,False,XY Base,1.02
Rayquaza,Flying,73,27,31,26,38,33,5,Common,False,Primal Clash,0.16
Blastoise,Water,60,38,44,59,53,53,5,Uncommon,False,Ancient Origins,0.78
Noctowl,Flying,54,58,68,46,40,37,5,Uncommon,False,Ancient Origins,0.13
Regidrago,Dragon,63,46,53,62,61,41,5,Common,False,Ancient Origins,0.15
Marill,Water,86,71,70,77,59,80,5,Rare,False,Furious Fists,3.18
Azumarill,Water,170,88,88,113,75,102,5,Rare Holo EX,True,Flashfire,85.24
Mudkip,Water,103,72,59,73,54,83,5,Rare,False,Primal Clash,1.21
Caterpie,Bug,78,27,61,50,49,59,5,Uncommon,False,Furious Fists,0.63
Latias EX,Psychic,30,38,30,54,76,65,5,Common,True,Furious Fists,0.73
Wailord,Water,103,77,72,77,82,81,5,Rare Holo,False,XY Base,4.57
Squirtle,Water,97,70,72,72,64,74,5,Rare,False,Ancient Origins,1.98
Cherubi,Grass,112,66,80,80,90,77,5,Rare Holo,False,Ancient Origins,21.67
Corviknight,Steel,45,50,57,67,52,59,5,Common,False,Ancient Origins,0.15
Pelipper GX,Water,83,75,55,69,67,68,5,Rare,True,XY Base,4.7
Ludicolo,Grass,60,45,62,59,66,49,5,Uncommon,False,Primal Clash,0.9
Vileplume,Poison,113,75,79,60,78,79,5,Rare Holo,True,XY Base,8.95
Machoke,Fighting,111,72,92,80,50,59,5,Rare,False,XY Base,2.65
Vigoroth EX,Normal,89,66,65,60,55,57,5,Rare,True,Roaring Skies,3.99
Murkrow,Flying,43,61,50,51,47,43,5,Common,False,Roaring Skies,0.08
Vileplume,Grass,180,105,92,120,137,105,5,Rare Holo GX,True,Furious Fists,42.39
Sunkern,Grass,72,46,32,50,64,54,5,Uncommon,False,Roaring Skies,0.74
Electrike V,Electric,56,43,59,26,43,34,5,Common,True,Roaring Skies,0.37
Latios,Psychic,64,48,51,68,82,80,5,Uncommon,False,Phantom Forces,0.61
Vulpix,Fire,189,135,91,68,122,110,5,Rare Ultra,True,XY Base,77.2
Metang,Steel,55,66,49,75,33,87,5,Uncommon,False,Phantom Forces,0.43
Darkrai,Dark,30,50,45,43,47,30,5,Common,False,XY Base,0.13
Porygon,Normal,30,52,37,41,46,40,5,Common,False,Roaring Skies,0.17
Wigglytuff GX,Fairy,105,48,51,63,73,80,5,Rare,True,Ancient Origins,5.3
Electabuzz,Electric,96,80,69,57,85,76,5,Rare Holo,False,XY Base,9.6
Kangaskhan,Normal,101,63,81,71,59,56,5,Rare Holo,False,Primal Clash,3.5
Treecko,Grass,72,52,40,45,54,44,5,Uncommon,False,Phantom Forces,0.67
Emboar,Fire,49,57,26,40,38,36,5,Common,False,Roaring Skies,0.18
Golbat,Flying,103,76,61,49,75,39,5,Rare Holo,False,Furious Fists,8.87
Aerodactyl,Flying,30,35,38,32,40,48,5,Common,False,Phantom Forces,0.2
Gourgeist,Ghost,72,33,51,54,72,72,5,Rare,False,XY Base,1.87
Sunflora,Grass,135,40,64,55,93,44,5,Rare,False,Ancient Origins,1.58
Hitmonchan,Fighting,101,58,73,57,45,58,5,Uncommon,False,Roaring Skies,0.73
Murkrow,Dark,79,48,67,54,46,53,5,Uncommon,False,XY Base,1.27
Groudon,Ground,103,77,83,78,51,77,5,Rare Holo,False,Ancient Origins,5.55
Conkeldurr,Fighting,79,57,95,74,33,72,5,Rare,False,Furious Fists,1.71
Dedenne,Electric,45,41,62,36,42,38,5,Common,False,Furious Fists,0.11
Grotle,Grass,37,55,36,57,33,40,5,Common,False,Flashfire,0.13
Servine,Grass,98,51,76,62,65,83,5,Rare,False,Ancient Origins,1.66
Lickitung,Normal,68,52,41,58,53,66,5,Rare,False,Phantom Forces,4.83
Mewtwo,Psychic,89,55,62,69,98,101,5,Rare Holo,False,Furious Fists,5.65
Caterpie,Bug,69,38,58,53,34,57,5,Uncommon,False,Furious Fists,0.2
Bastiodon,Steel,44,68,48,72,31,64,5,Common,False,Ancient Origins,0.22
Hoothoot,Normal,58,43,42,33,55,66,5,Uncommon,False,Phantom Forces,0.67
Swampert,Water,107,69,58,84,67,98,5,Rare Holo,False,Ancient Origins,7.96
Mareep,Electric,52,35,54,30,33,44,5,Common,False,Roaring Skies,0.13
Qwilfish,Poison,55,48,73,52,55,56,5,Uncommon,False,Roaring Skies,3.01
Piplup EX,Water,101,57,55,66,53,77,5,Uncommon,True,Phantom Forces,0.59
Pichu,Electric,39,35,45,30,43,35,5,Common,False,Furious Fists,0.31
Ledyba,Bug,82,18,62,41,48,55,5,Uncommon,False,Roaring Skies,0.63
Bellsprout,Poison,74,58,56,51,52,48,5,Uncommon,False,Roaring Skies,0.59
Machop,Fighting,96,46,89,86,60,58,5,Rare,False,Primal Clash,1.62
Hawlucha,Fighting,73,67,77,66,48,36,5,Uncommon,False,Primal Clash,1.06
Sandile,Dark,41,58,37,36,73,56,5,Common,False,XY Base,0.23
Prinplup,Water,41,36,47,45,37,64,5,Common,False,Ancient Origins,0.26
Galvantula,Electric,86,71,104,47,83,85,5,Rare Holo,False,XY Base,5.41
Mismagius,Ghost,71,35,53,46,70,63,5,Uncommon,False,Roaring Skies,2.1
Lugia,Psychic,69,54,59,86,120,100,5,Rare Holo,False,Ancient Origins,8.28
Gothorita,Psychic,56,22,30,40,66,61,5,Common,False,Roaring Skies,0.14
Ursaring,Normal,65,63,48,54,56,47,5,Uncommon,False,XY Base,0.51
Mime Jr.,Fairy,58,50,29,45,50,68,5,Common,False,Primal Clash,0.14
Hoothoot,Normal,89,42,49,70,61,69,5,Rare,False,Flashfire,1.91
Buizel,Water,188,103,97,114,87,118,5,Rare Holo GX,True,Furious Fists,78.26
Milotic,Water,51,51,43,59,48,68,5,Common,False,Flashfire,0.3
Roserade,Grass,92,39,44,59,75,43,5,Uncommon,False,Flashfire,0.81
Ursaring GX,Normal,40,27,58,64,57,33,5,Common,True,Primal Clash,1.77
Electrode EX,Electric,98,43,48,28,36,26,5,Common,True,Furious Fists,0.2
Wurmple,Bug,62,47,52,50,47,43,5,Common,False,Phantom Forces,0.16
Croconaw,Water,79,54,73,82,50,80,5,Rare,False,Phantom Forces,1.0
Shuppet,Ghost,34,34,46,39,45,37,5,Common,False,Ancient Origins,0.13
Cacturne,Dark,108,69,77,51,81,66,5,Rare Holo,False,Phantom Forces,6.58
Primeape,Fighting,46,25,39,60,35,41,5,Common,False,Primal Clash,0.21
Mewtwo,Psychic,70,33,34,34,63,63,5,Common,False,Primal Clash,0.14
Azumarill EX,Water,127,78,68,86,54,77,5,Rare Holo,True,Flashfire,10.52
Victini V,Psychic,59,44,39,45,74,88,5,Uncommon,True,Ancient Origins,0.45
Finneon,Water,97,80,77,96,44,110,5,Rare Holo,False,Phantom Forces,4.81
Yamper,Electric,57,31,52,31,34,35,5,Common,False,Roaring Skies,0.35
Slowbro,Water,62,51,62,51,35,35,5,Common,False,Phantom Forces,0.16
Floatzel,Water,33,45,64,71,34,73,5,Uncommon,False,Flashfire,0.69
Musharna,Psychic,168,57,65,96,153,124,5,Rare Holo EX,True,Roaring Skies,90.78
Froslass,Ice,124,60,84,88,80,104,5,Rare Holo,False,Flashfire,11.08
Sneasel,Dark,62,54,47,33,61,42,5,Common,False,Primal Clash,0.29
Sandshrew GX,Ground,69,65,78,67,55,68,5,Uncommon,True,Ancient Origins,1.02
Infernape,Fire,45,61,41,28,48,41,5,Common,False,Primal Clash,0.28
Silcoon,Bug,82,50,51,47,39,56,5,Uncommon,False,Primal Clash,0.34
Hitmonchan EX,Fighting,34,51,42,41,22,49,5,Common,True,Phantom Forces,1.15
Raticate,Normal,64,49,40,42,42,57,5,Common,False,Flashfire,0.26
Sliggoo,Dragon,92,70,103,68,68,71,5,Rare,False,XY Base,1.27
Mareep GX,Electric,60,36,50,46,33,51,5,Uncommon,True,Roaring Skies,0.83
Cubone,Ground,67,62,49,81,69,58,5,Rare,False,Furious Fists,3.31
Hawlucha,Fighting,102,68,84,72,31,43,5,Uncommon,False,Furious Fists,0.31
Aggron,Rock,50,74,59,62,36,51,5,Common,False,Flashfire,0.13
Drifblim,Ghost,219,97,112,104,152,127,5,Secret Rare,True,Furious Fists,472.94
Snover,Grass,86,68,52,46,61,61,5,Rare,False,Flashfire,2.3
Buizel,Water,54,45,39,67,35,49,5,Common,False,Phantom Forces,0.17
Lairon,Steel,121,87,60,78,54,117,5,Rare,False,Flashfire,3.22
Rampardos,Rock,54,62,43,77,24,45,5,Common,False,XY Base,0.17
Snubbull,Fairy,97,58,52,61,83,86,5,Rare,False,Ancient Origins,0.82
Alakazam,Psychic,49,39,18,42,39,56,5,Common,False,Primal Clash,0.27
Blitzle,Electric,75,70,74,34,63,40,5,Uncommon,False,XY Base,0.63
Talonflame,Fire,88,54,30,38,47,64,5,Uncommon,False,XY Base,0.44
Zoroark EX,Dark,70,51,61,49,65,47,5,Uncommon,True,Ancient Origins,0.92
Hydreigon,Dark,95,51,58,40,48,51,5,Uncommon,False,Ancient Origins,0.75
Cranidos,Rock,88,78,76,96,49,60,5,Rare,False,Roaring Skies,4.08
Swampert,Water,80,30,39,55,38,45,5,Common,False,Ancient Origins,0.58
Natu,Psychic,173,78,84,87,128,122,5,Rare Holo EX,True,Phantom Forces,61.24
Golem,Ground,151,117,125,96,74,70,5,Rare Holo EX,True,XY Base,67.06
Kyogre,Water,71,65,57,63,44,59,5,Rare,False,Furious Fists,1.35
Claydol,Psychic,66,35,35,54,71,66,5,Uncommon,False,Furious Fists,0.33
Doduo,Flying,65,40,45,32,58,36,5,Common,False,Roaring Skies,0.44
Haunter EX,Ghost,64,31,39,53,65,52,5,Common,True,Flashfire,0.27
Beldum,Steel,72,43,49,69,34,60,5,Uncommon,False,Flashfire,0.2
Girafarig,Normal,51,63,60,46,46,50,5,Common,False,XY Base,0.31
Cacturne,Grass,66,39,52,60,52,48,5,Uncommon,False,Primal Clash,0.57
Aromatisse,Fairy,84,83,55,84,69,101,5,Rare Holo,False,Furious Fists,5.4
Poliwag,Water,82,61,76,81,72,68,5,Rare,False,Roaring Skies,1.63
Shiftry,Grass,51,46,54,42,68,51,5,Common,False,Roaring Skies,0.18
Lotad,Water,45,60,56,59,48,50,5,Common,False,XY Base,0.26
Dedenne,Electric,70,69,80,57,59,65,5,Rare Holo,False,Roaring Skies,7.23
Emolga,Electric,66,39,58,42,54,34,5,Common,False,XY Base,0.73
Psyduck,Water,92,61,59,64,56,61,5,Rare,False,Flashfire,1.29
Tepig,Fire,30,39,44,37,46,39,5,Common,False,Ancient Origins,0.22
Quilava EX,Fire,73,84,46,48,70,46,5,Uncommon,True,Roaring Skies,1.25
Ampharos,Electric,124,69,93,49,78,64,5,Rare Holo,False,Furious Fists,4.36
Latias,Psychic,186,77,61,92,123,115,5,Rare Holo EX,True,Flashfire,69.4
Gloom,Grass,52,55,64,66,70,71,5,Rare,False,XY Base,1.62
Corsola EX,Water,47,47,50,55,36,56,5,Common,True,Roaring Skies,0.58
Torchic,Fire,64,69,56,38,35,51,5,Uncommon,False,XY Base,0.5
Absol,Dark,83,44,57,66,69,71,5,Uncommon,False,Phantom Forces,1.11
Absol,Dark,30,28,50,28,64,42,5,Common,False,Primal Clash,0.2
Metagross,Steel,70,66,54,75,47,69,5,Uncommon,False,Primal Clash,0.36
Dhelmise,Ghost,105,54,73,58,94,56,5,Rare Holo,False,Flashfire,5.42
Hitmonlee,Fighting,68,35,90,75,46,44,5,Uncommon,False,Ancient Origins,0.63
Zweilous,Dark,80,68,64,68,61,62,5,Uncommon,False,Phantom Forces,1.35
Blastoise,Water,88,60,66,89,54,100,5,Rare Holo,False,XY Base,4.37
Trapinch EX,Ground,62,60,82,64,50,58,5,Uncommon,True,Phantom Forces,0.98
Golem,Rock,93,74,77,67,49,52,5,Rare,False,Ancient Origins,0.99
Aron,Steel,67,57,56,84,49,80,5,Uncommon,False,XY Base,1.51
Infernape,Fire,30,65,31,30,56,45,5,Common,False,Flashfire,0.28
Feraligatr,Water,66,72,66,81,67,91,5,Rare Holo,False,Roaring Skies,17.52
Marill,Fairy,56,51,51,61,64,68,5,Uncommon,False,Primal Clash,0.4
Togetic,Fairy,47,44,25,44,39,73,5,Common,False,Roaring Skies,0.48
Exeggcute,Grass,31,42,37,61,63,42,5,Common,False,Roaring Skies,0.29
Sneasel,Dark,97,52,80,62,66,54,5,Uncommon,False,Primal Clash,1.09
Togetic,Flying,66,51,55,26,52,40,5,Uncommon,False,Primal Clash,0.19
Combusken EX,Fire,200,148,110,92,130,101,5,Secret Rare,True,Roaring Skies,463.43
Wartortle,Water,84,35,68,51,60,61,5,Uncommon,False,Flashfire,0.5
Crabominable,Fighting,100,67,101,74,58,54,5,Rare,False,XY Base,2.59
Whismur,Normal,82,57,45,39,54,62,5,Uncommon,False,Phantom Forces,0.44
Machamp,Fighting,105,70,73,83,49,62,5,Rare,False,Flashfire,0.86
Gastrodon,Water,64,46,56,40,34,66,5,Common,False,Ancient Origins,0.15
Manectric EX,Electric,89,51,63,33,75,47,5,Uncommon,True,Phantom Forces,1.4
Krokorok,Dark,48,43,44,39,62,56,5,Common,False,Phantom Forces,0.33
Fennekin,Fire,49,56,34,31,45,48,5,Common,False,Phantom Forces,0.11
Poochyena,Dark,93,65,99,68,85,73,5,Rare Holo,False,Phantom Forces,10.11
Wigglytuff,Fairy,40,58,38,53,53,83,5,Uncommon,False,Phantom Forces,0.78
Bisharp,Steel,70,73,54,86,40,65,5,Uncommon,False,Primal Clash,0.26
Butterfree GX,Bug,77,60,52,34,54,41,5,Uncommon,True,Primal Clash,1.26
Swinub,Ice,79,42,63,24,61,57,5,Common,False,Ancient Origins,0.13
Plusle,Electric,107,48,35,62,63,31,5,Common,False,Furious Fists,0.38
Blaziken,Fire,102,91,47,53,82,58,5,Rare Holo,False,Flashfire,5.18
Bellsprout,Poison,110,61,86,79,73,97,5,Rare Holo,False,Primal Clash,3.05
Pangoro,Fighting,72,40,88,68,52,58,5,Uncommon,False,Flashfire,0.75
Reshiram,Dragon,43,54,33,52,63,42,5,Common,False,XY Base,0.15
Helioptile,Electric,75,54,63,47,53,59,5,Uncommon,False,Ancient Origins,0.35
Abra,Psychic,190,88,90,113,151,139,5,Rare Ultra,True,Furious Fists,281.98
Kricketot GX,Bug,91,36,62,75,59,40,5,Uncommon,True,Flashfire,1.98
Ledyba,Bug,37,28,45,33,52,39,5,Common,False,Roaring Skies,0.08
Reshiram,Dragon,46,71,76,60,56,47,5,Uncommon,False,Primal Clash,0.42
Ivysaur,Grass,110,64,63,53,76,71,5,Rare,False,Phantom Forces,1.0
Smeargle GX,Normal,54,39,52,45,51,35,5,Common,True,Flashfire,0.53
Sneasel,Dark,166,97,136,82,89,92,5,Rare Holo GX,True,Primal Clash,25.43
Moltres,Fire,48,75,51,19,41,49,5,Common,False,Primal Clash,0.24
Dusknoir,Ghost,65,16,46,45,81,50,5,Common,False,Roaring Skies,0.19
Oddish EX,Grass,82,81,77,75,91,72,5,Rare Holo,True,Phantom Forces,9.3
Azumarill,Water,58,71,27,58,55,54,5,Uncommon,False,XY Base,0.27
Boltund,Electric,72,67,79,47,61,46,5,Rare,False,Phantom Forces,0.65
Buizel,Water,86,48,56,55,59,70,5,Uncommon,False,XY Base,0.74
Ampharos,Electric,52,40,47,31,50,47,5,Common,False,XY Base,0.19
Gyarados,Water,72,50,64,112,29,81,5,Uncommon,False,Flashfire,1.05
Croagunk,Fighting,95,51,87,77,63,62,5,Rare,False,Flashfire,1.75
Regidrago,Dragon,42,45,41,53,73,52,5,Common,False,XY Base,0.26
Marshtomp EX,Water,86,76,58,85,75,81,5,Rare Holo,True,XY Base,12.1
Latios,Psychic,109,65,60,65,100,108,5,Rare Holo,False,Roaring Skies,5.62
Golduck,Water,107,72,70,80,50,74,5,Rare Holo,False,XY Base,4.23
Toxicroak,Fighting,87,48,82,58,34,57,5,Uncommon,False,Furious Fists,0.8
Qwilfish V,Water,35,55,50,62,55,74,5,Uncommon,True,Flashfire,0.69
Poliwag EX,Water,108,75,67,79,71,78,5,Rare Holo,True,Ancient Origins,10.8
Persian,Normal,47,49,54,47,43,43,5,Common,False,Furious Fists,0.32
Hakamo-o,Dragon,85,78,90,72,91,83,5,Rare,False,Furious Fists,2.04
Vibrava,Dragon,33,53,41,52,56,56,5,Common,True,Furious Fists,0.86
Lotad,Grass,40,28,32,57,54,33,5,Common,False,Flashfire,0.27
Tentacool,Water,43,66,68,40,43,60,5,Common,False,Flashfire,0.25
Cacturne,Dark,113,47,74,66,64,81,5,Rare,False,Flashfire,2.2
Vibrava,Dragon,63,64,68,74,55,46,5,Uncommon,True,Furious Fists,0.43
Machoke,Fighting,61,43,93,62,39,57,5,Uncommon,False,Roaring Skies,1.12
Piloswine,Ice,181,76,94,115,127,108,5,Rare Holo GX,True,Furious Fists,96.77
Scorbunny,Fire,53,42,40,43,43,38,5,Common,False,Phantom Forces,0.23
Slurpuff,Fairy,74,49,35,62,64,88,5,Uncommon,False,Roaring Skies,0.73
Swinub EX,Ground,95,52,67,85,59,47,5,Rare,True,Furious Fists,0.89
Deino,Dark,85,91,76,69,79,66,5,Rare Holo,False,Ancient Origins,1.79
Chikorita,Grass,65,50,61,60,70,48,5,Uncommon,False,Flashfire,0.33
Wailord,Water,72,39,42,63,31,40,5,Common,False,Ancient Origins,0.17
Elekid,Electric,58,50,52,33,35,46,5,Common,False,Phantom Forces,0.23
Aerodactyl,Rock,58,26,53,82,36,70,5,Common,False,Phantom Forces,0.32
Slowbro,Psychic,112,50,69,87,107,92,5,Rare Holo,False,Flashfire,2.64
Bellossom,Grass,178,102,123,125,121,88,5,Rare Holo GX,True,Primal Clash,64.88
Aerodactyl,Flying,105,56,53,38,58,47,5,Uncommon,False,Flashfire,0.48
Kyurem,Dragon,70,64,51,56,51,48,5,Uncommon,False,Roaring Skies,0.33
Magcargo,Fire,55,65,48,36,62,46,5,Common,False,XY Base,0.12
Solrock,Psychic,66,41,53,42,70,64,5,Uncommon,False,Furious Fists,1.24
Magikarp,Water,47,42,30,70,42,62,5,Common,False,Ancient Origins,0.45
Luxray,Electric,87,80,71,34,66,61,5,Rare,False,Flashfire,0.95
Zygarde,Dragon,43,47,61,69,68,43,5,Common,False,Roaring Skies,0.15
Boltund,Electric,59,38,53,32,40,18,5,Common,False,Furious Fists,0.24
Wingull,Water,68,43,43,73,34,77,5,Uncommon,False,Flashfire,0.3
Wigglytuff,Normal,62,41,62,46,57,57,5,Uncommon,False,Flashfire,0.32
Slurpuff,Fairy,93,85,66,79,71,105,5,Rare Holo,False,Primal Clash,6.91
Mandibuzz,Dark,162,101,130,100,115,113,5,Rare Holo GX,True,Primal Clash,97.6
Chimchar,Fire,40,67,38,19,47,50,5,Common,False,Furious Fists,0.16
Zweilous,Dark,95,50,77,53,71,49,5,Rare,False,Phantom Forces,1.6
Pidgeot,Normal,79,83,54,46,49,40,5,Uncommon,False,Phantom Forces,0.22
Sunkern,Grass,78,58,66,86,61,74,5,Rare,False,XY Base,4.05
Rattata,Normal,67,68,33,80,70,66,5,Rare,False,Primal Clash,1.58
Omanyte,Rock,30,35,53,69,25,57,5,Common,False,Phantom Forces,0.08
Zoroark,Dark,84,70,70,60,72,73,5,Rare,False,Flashfire,1.34
Poliwrath,Water,61,69,64,54,43,59,5,Uncommon,False,Ancient Origins,0.54
Vikavolt,Electric,79,84,73,55,84,59,5,Rare Holo,True,Primal Clash,10.76
Finneon,Water,182,103,101,113,83,104,5,Rare Holo GX,True,Primal Clash,38.49
Ralts,Psychic,60,30,34,53,75,73,5,Uncommon,False,Roaring Skies,0.95
Swirlix,Fairy,61,33,34,31,32,67,5,Common,False,XY Base,0.23
Weavile,Ice,81,75,65,82,75,61,5,Rare,False,Flashfire,2.18
Pangoro,Fighting,139,59,98,89,56,59,5,Rare Holo,False,XY Base,1.67
Blitzle,Electric,75,55,55,30,68,56,5,Uncommon,False,Phantom Forces,0.87
Nidoqueen,Poison,99,49,70,68,91,83,5,Rare Holo,False,Roaring Skies,8.63
Corviknight,Steel,174,113,94,137,98,118,5,Rare Holo EX,True,Furious Fists,73.7
Galvantula,Electric,60,53,64,43,58,47,5,Uncommon,False,Roaring Skies,0.46
Tyranitar,Dark,34,53,48,73,44,30,5,Common,False,Primal Clash,0.28
Pidgey EX,Normal,81,56,64,69,43,64,5,Rare,True,Phantom Forces,2.92
Darkrai,Dark,64,48,86,48,75,65,5,Rare,False,Phantom Forces,1.33
Cubone,Ground,45,41,64,61,29,35,5,Common,False,XY Base,0.14
Metagross,Steel,55,42,41,76,33,65,5,Common,False,Primal Clash,0.26
Charizard,Fire,50,71,41,42,50,48,5,Common,False,XY Base,0.18
Minun,Electric,91,63,84,36,69,51,5,Rare,False,XY Base,1.14
Meditite,Psychic,216,70,56,102,154,135,5,Rare Ultra,True,XY Base,95.43
Piloswine,Ice,48,55,36,63,41,61,5,Common,False,Flashfire,0.44
Pancham,Fighting,45,44,78,64,37,47,5,Common,False,XY Base,0.25
Meltan,Steel,71,53,68,70,55,65,5,Uncommon,False,Flashfire,0.46
Arbok,Poison,61,37,60,51,66,56,5,Common,False,Ancient Origins,0.28
Vaporeon,Water,72,51,63,83,52,46,5,Uncommon,True,Ancient Origins,1.89
Cacturne,Dark,59,50,52,53,56,39,5,Uncommon,False,Roaring Skies,0.32
Roggenrola,Rock,58,44,56,76,36,43,5,Common,False,Ancient Origins,0.2
Vulpix,Fire,60,82,39,57,63,59,5,Uncommon,True,Phantom Forces,1.08
Blissey,Normal,87,55,59,54,59,54,5,Uncommon,False,Roaring Skies,0.5
Giratina,Ghost,35,15,56,40,56,62,5,Common,False,Phantom Forces,0.24
Clobbopus,Fighting,200,104,156,137,82,76,5,Rare Holo GX,True,Furious Fists,47.81
Whiscash,Ground,66,49,53,71,38,57,5,Common,False,Furious Fists,0.54
Piloswine,Ice,67,62,58,74,87,68,5,Rare,False,Furious Fists,2.99
Hippowdon,Ground,46,46,47,49,25,43,5,Common,False,Primal Clash,0.27
Togedemaru,Electric,109,55,83,72,49,41,5,Rare,False,Ancient Origins,1.0
Persian,Normal,43,22,59,69,56,46,5,Common,False,Phantom Forces,0.21
Porygon,Normal,42,43,47,54,63,28,5,Common,False,Ancient Origins,0.1
Bastiodon EX,Rock,65,43,46,75,37,59,5,Common,True,Ancient Origins,0.4
Growlithe V,Fire,83,77,32,39,65,36,5,Uncommon,True,XY Base,1.48
Dragapult,Dragon,60,75,46,53,85,55,5,Uncommon,False,XY Base,0.65
Jolteon,Electric,83,53,58,26,44,41,5,Uncommon,False,Phantom Forces,0.62
Pansage,Grass,43,33,49,51,44,59,5,Common,False,Roaring Skies,0.14
Meltan,Steel,66,67,66,85,57,72,5,Uncommon,False,Primal Clash,0.69
Pelipper,Flying,64,45,67,45,56,50,5,Uncommon,False,Phantom Forces,0.91
Marill,Fairy,91,85,59,80,74,90,5,Rare Holo,False,Roaring Skies,9.56
Lumineon EX,Water,31,50,50,67,39,58,5,Common,True,XY Base,0.61
Elekid,Electric,60,47,66,44,51,60,5,Uncommon,False,Ancient Origins,0.24
Clobbopus GX,Fighting,115,75,104,90,68,75,5,Rare Holo,True,Flashfire,70.63
Hawlucha,Fighting,104,60,67,52,33,60,5,Uncommon,False,Furious Fists,0.67
Celebi,Psychic,43,23,41,32,79,38,5,Common,False,Flashfire,0.3
Eevee,Normal,54,59,60,64,41,40,5,Uncommon,False,Primal Clash,0.68
Jigglypuff,Fairy,177,73,63,111,119,107,5,Rare Holo EX,True,Roaring Skies,62.5
Dwebble,Rock,79,68,73,75,47,69,5,Uncommon,False,XY Base,0.4
Vileplume,Grass,138,92,87,103,116,92,5,Rare Holo EX,True,Furious Fists,105.42
Riolu V,Fighting,56,44,69,54,31,50,5,Common,True,Primal Clash,0.63
Croagunk,Fighting,82,39,66,61,31,48,5,Common,False,Flashfire,0.45
Lombre,Water,44,26,59,51,44,52,5,Common,False,Furious Fists,0.61
Blastoise,Water,76,56,63,79,40,71,5,Uncommon,False,Furious Fists,0.28
Stufful,Fighting,90,67,92,87,34,79,5,Rare,False,Flashfire,1.1
Alakazam,Psychic,53,39,31,59,69,86,5,Uncommon,False,Furious Fists,0.39
Lotad,Water,97,49,66,71,54,84,5,Rare Holo,False,Ancient Origins,11.56
Vikavolt,Electric,41,41,47,41,60,27,5,Common,True,Furious Fists,0.71
Tentacool,Poison,49,45,63,49,49,63,5,Uncommon,False,Roaring Skies,0.26
Ludicolo,Grass,41,52,24,36,64,25,5,Common,False,Roaring Skies,0.35
Lickitung GX,Normal,57,64,59,37,30,45,5,Common,True,Ancient Origins,0.41
Pidgey EX,Normal,43,41,54,35,71,52,5,Common,True,Roaring Skies,1.12
Reshiram,Dragon,33,56,51,53,49,61,5,Common,False,Roaring Skies,0.67
Kyogre,Water,203,110,133,129,100,138,5,Rare Ultra,True,XY Base,91.61
Charjabug,Electric,94,74,81,22,53,65,5,Uncommon,False,Primal Clash,0.59
Victreebel,Grass,43,37,36,40,52,37,5,Common,True,Ancient Origins,0.75
Nuzleaf EX,Dark,51,40,51,38,35,50,5,Common,True,XY Base,0.7
Pachirisu,Electric,87,57,60,43,55,66,5,Rare,False,Phantom Forces,1.03
Ninetales,Fire,62,57,33,42,45,38,5,Common,False,Roaring Skies,0.16
Conkeldurr,Fighting,57,52,91,67,33,55,5,Uncommon,False,Flashfire,0.2
Klefki,Fairy,78,52,43,72,55,70,5,Uncommon,False,Flashfire,0.67
Braixen EX,Fire,65,76,37,45,39,26,5,Common,True,XY Base,0.76
Jynx,Psychic,67,46,34,55,92,69,5,Uncommon,False,XY Base,0.37
Baltoy,Psychic,74,40,38,58,77,66,5,Uncommon,False,Flashfire,0.82
Hydreigon,Dark,72,40,65,35,44,42,5,Common,False,Primal Clash,0.1
Cacturne,Dark,65,64,67,67,62,58,5,Uncommon,False,XY Base,0.55
